timestamp,request_rate,error_rate,latency,cpu,memory
2026-04-22 12:26:44.697000027,3.5301588288891756,0.7803815548237794,1.350000000000001,0.03125641401128831,2136526848.0
2026-04-22 12:26:49.697000027,3.928361758090839,0.8864489925042923,1.2555555555555562,0.03315096221876327,2135375872.0
2026-04-22 12:26:54.697000027,4.399642397422285,0.8917840461539859,1.2545454545454535,0.0368845723616199,2137088000.0
2026-04-22 12:26:59.697000027,4.615889053540528,0.902489714147193,1.4333333333333316,0.03467850317162843,2137223168.0
2026-04-22 12:27:04.697000027,4.874843323221275,0.9073699269639908,1.4291666666666663,0.031669308536863366,2130325504.0
2026-04-22 12:27:09.697000027,5.0330402504514975,0.888343871229196,1.4208333333333332,0.027435314949463357,2134917120.0
2026-04-22 12:27:14.697000027,5.1077952326256115,0.8698224479177085,1.377272727272726,0.024817233829368762,2138832896.0
2026-04-22 12:27:19.697000027,5.287753411633121,1.011549043212539,1.4291666666666663,0.025091665944887567,2141843456.0
2026-04-22 12:27:24.697000027,5.168965288373389,1.069493622045393,1.3954545454545473,0.024983229617688316,2144866304.0
2026-04-22 12:27:29.697000027,5.300441064869917,1.223015915107549,1.3863636363636367,0.02534117453659391,2146500608.0
2026-04-22 12:27:34.697000027,5.357948624637467,1.2082091208658126,1.3818181818181818,0.02493020074081341,2139090944.0
2026-04-22 12:27:39.697000027,5.364856397360271,1.155617652468346,1.3999999999999986,0.02516883068675048,2132996096.0
2026-04-22 12:27:44.697000027,5.3811734394772355,1.1417941815868935,1.409090909090908,0.024937292189231748,2136985600.0
2026-04-22 12:27:49.697000027,5.3863425015466655,1.0875318544500236,1.431818181818182,0.024004533315144117,2141585408.0
2026-04-22 12:27:54.697000027,5.771128184560176,1.22567226266528,1.204999999999998,0.02432728555776338,2145173504.0
2026-04-22 12:27:59.697000027,5.674489848381991,1.244243054523845,1.337499999999999,0.02418890560291195,2146947072.0
2026-04-22 12:28:04.697000027,5.636182159982004,1.262821433758139,1.4,0.024818536833839167,2151403520.0
2026-04-22 12:28:09.697000027,5.635767721660189,1.2071014708067154,1.407692307692307,0.024686346765571233,2146189312.0
2026-04-22 12:28:14.697000027,5.666454657396298,1.1699598870895855,1.407692307692307,0.02441577254926932,2147479552.0
2026-04-22 12:28:19.697000027,5.6842753426435415,1.1582159797036438,1.4115384615384614,0.02386029971793108,2156687360.0
2026-04-22 12:28:24.697000027,5.853595227105676,1.0414587596653613,1.4230769230769222,0.02447594250644278,2160746496.0
2026-04-22 12:28:29.697000027,5.980648512735894,1.0786884636128626,1.4192307692307675,0.024184142216837644,2171723776.0
2026-04-22 12:28:34.697000027,6.156332187333334,1.078683275382355,1.3541666666666654,0.024422806131937612,2165080064.0
2026-04-22 12:28:39.697000027,6.196334016046424,1.0414881591107716,1.4428571428571426,0.024588857302266273,2172223488.0
2026-04-22 12:28:44.697000027,6.153774262671224,1.115879775182074,1.4500000000000004,0.02527345815299841,2169798656.0
2026-04-22 12:28:49.697000027,6.201488467413284,1.121818449315875,1.4833333333333327,0.024610837438423648,2173636608.0
2026-04-22 12:28:54.697000027,6.192205486274025,1.0961918591630453,1.4192307692307684,0.025101654068286065,2172334080.0
2026-04-22 12:28:59.697000027,6.322336320827743,1.0590126573774439,1.358333333333332,0.02424568965517242,2178605056.0
2026-04-22 12:29:04.697000027,6.394915569017755,1.1147650632629174,1.396153846153846,0.024703990062665715,2175315968.0
2026-04-22 12:29:09.697000027,6.447408146706908,1.1147650632629174,1.4357142857142846,0.024013897404455344,2174484480.0
2026-04-22 12:29:14.697000027,6.519420888776219,1.0218679746576742,1.5323529411764696,0.024518195885455236,2181017600.0
2026-04-22 12:29:19.697000027,6.592999819491647,1.0097044035823903,1.5264705882352936,0.023528778969850103,2180513792.0
2026-04-22 12:29:24.697000027,6.725312318316841,0.9824660177228827,1.5323529411764705,0.024292358803986714,2195296256.0
2026-04-22 12:29:29.697000027,6.777038159503045,0.945274616526472,1.5062499999999999,0.02403322259136213,2190651392.0
2026-04-22 12:29:34.697000027,6.763689042492906,1.0149430974764968,1.5441176470588238,0.024464661122583768,2182553600.0
2026-04-22 12:29:39.697000027,6.856788918279903,0.9638657687516552,1.5638888888888893,0.02442524916943521,2184237056.0
2026-04-22 12:29:44.697000027,6.6667748119493595,0.8910315770473544,1.5500000000000003,0.02473089700996678,2181398528.0
2026-04-22 12:29:49.697000027,6.7272522345363965,0.8818316563376276,1.5638888888888896,0.024846997050750958,2180620288.0
2026-04-22 12:29:54.697000027,6.7897416505951815,0.8520693622308296,1.572222222222221,0.024993120042473085,2185445376.0
2026-04-22 12:29:59.697000027,6.677171918109941,0.8659339441893446,1.5777777777777773,0.02512054941308266,2191675392.0
2026-04-22 12:30:04.697000027,6.518151154188546,0.8675221172075245,1.5558823529411758,0.02560196584131531,2187812864.0
2026-04-22 12:30:09.697000027,6.494384618854841,0.9234414916184708,1.5499999999999992,0.02563805951975062,2196107264.0
2026-04-22 12:30:14.697000027,6.379309643634359,0.9420655387505734,1.5805555555555548,0.026052511732458546,2199625728.0
2026-04-22 12:30:19.697000027,6.314765746005793,0.9780660105162744,1.5777777777777777,0.026124845037555605,2199429120.0
2026-04-22 12:30:24.697000027,6.3086043173473785,1.0228942327363353,1.6052631578947372,0.02611269112034808,2197417984.0
2026-04-22 12:30:29.697000027,6.288376611689577,0.9112936651120964,1.5888888888888881,0.025724641204153874,2203451392.0
2026-04-22 12:30:34.697000027,6.287692218912158,0.911317531409865,1.6131578947368412,0.025808843190160184,2210172928.0
2026-04-22 12:30:39.697000027,6.491869731306753,0.9671000018598077,1.6105263157894734,0.025687741107435158,2216157184.0
2026-04-22 12:30:44.697000027,6.751014754009268,1.0200182001628342,1.6052631578947367,0.02602197951787021,2214301696.0
2026-04-22 12:30:49.697000027,6.777508558202829,1.0870778664365726,1.5947368421052626,0.026172240163168183,2219057152.0
2026-04-22 12:30:54.697000027,6.92757632673013,1.0409993066966776,1.5638888888888887,0.027174273869940594,2225729536.0
2026-04-22 12:30:59.697000027,18.36627106631493,3.7885655736628676,1.7793388429752062,0.027167520043563185,2213826560.0
2026-04-22 12:31:04.697000027,17.914298096123353,3.6994348602022606,1.780084745762712,0.029047610195014034,2231726080.0
2026-04-22 12:31:09.697000027,17.612960918638848,3.6808481912683164,1.7775862068965513,0.029100184838956388,2233655296.0
2026-04-22 12:31:14.697000027,17.267261362907973,3.6413199982901516,1.7810344827586206,0.028254598761053577,2234818560.0
2026-04-22 12:31:19.697000027,16.10840505604517,3.370694151214901,1.7773913043478262,0.028812887750733283,2238492672.0
2026-04-22 12:31:24.697000027,15.969863925127111,3.3877783567781137,1.778260869565217,0.02848660032867621,2238697472.0
2026-04-22 12:31:29.697000027,15.77816749173007,3.4248980088614744,1.776548672566371,0.028979090379659986,2239688704.0
2026-04-22 12:31:34.697000027,21.13467474145153,4.9330030103910945,1.606589147286821,0.028818999399022494,2240122880.0
2026-04-22 12:31:39.697000027,20.800868467643337,5.872481748974408,1.6126923076923072,0.02979342341696725,2240393216.0
2026-04-22 12:31:44.697000027,20.502156176163652,5.809721075318851,1.6116279069767443,0.028471004529597492,2241843200.0
2026-04-22 12:31:49.697000027,20.28609830967443,5.841735960355742,1.6105468750000003,0.027674001196569823,2242543616.0
2026-04-22 12:31:54.697000027,9.840387156526806,3.243968880614129,1.1520833333333313,0.027202806170154782,2243715072.0
2026-04-22 12:31:59.697000027,10.184662721867985,3.3399563648475716,1.1270833333333339,0.025552462316100703,2245058560.0
2026-04-22 12:32:04.697000027,10.339479303794212,3.3942232098556246,1.122916666666666,0.024622289819773352,2247024640.0
2026-04-22 12:32:09.697000027,10.489392570821973,3.3910410632775685,1.078260869565219,0.024708247249986038,2249007104.0
2026-04-22 12:32:14.697000027,10.591560807819365,3.432700611494411,1.0695652173913026,0.02378588240238725,2250039296.0
2026-04-22 12:32:19.697000027,11.195458952252515,3.553578715400134,1.0023809523809524,0.02560228154668877,2242031616.0
2026-04-22 12:32:24.697000027,11.30571220683328,3.5536205998362727,0.9999253731343283,0.024937341026942682,2247274496.0
2026-04-22 12:32:29.697000027,5.113420956172388,1.8795037548954845,0.9952941176470589,0.025775045450196148,2250248192.0
2026-04-22 12:32:34.697000027,5.3706103088251895,0.9303724422216737,0.9777472527472527,0.02448545917891828,2250473472.0
2026-04-22 12:32:39.697000027,5.352173087520218,0.9488669777488122,0.9830555555555556,0.025329374898669207,2250100736.0
2026-04-22 12:32:44.697000027,5.218554645207785,0.8645427120888823,0.9950000000000001,0.024418732985063644,2252398592.0
2026-04-22 12:32:49.697000027,5.234238139333074,0.9313699560747444,0.9948863636363636,0.02542609667504891,2250420224.0
2026-04-22 12:32:54.697000027,5.19702438167845,0.8568661053572759,1.0249999999999966,0.024654399340065726,2248499200.0
2026-04-22 12:32:59.697000027,5.085312325164197,0.8196159151738747,1.0416666666666674,0.025107241316912738,2250969088.0
2026-04-22 12:33:04.697000027,19.819316382602217,4.489149669367607,1.7233606557377055,0.025021222467341352,2238078976.0
2026-04-22 12:33:09.697000027,19.615101340913437,4.433433302907811,1.7307999999999995,0.026518104960069847,2233729024.0
2026-04-22 12:33:14.697000027,19.403536643199324,4.387746270126344,1.7329365079365076,0.02526082691402377,2226286592.0
2026-04-22 12:33:19.697000027,19.537161246408374,4.444463044647156,1.7324000000000006,0.025552561652634424,2222456832.0
2026-04-22 12:33:24.697000027,19.44208157972438,4.388494983753906,1.7351999999999999,0.024612621064246006,2223529984.0
